Tmu         ,Code,TriNo,Comnt,Time,Time_Diff,Trig_to_256,"Start=1, Stop=2",Manual_triggers,Sound_Triggers,,time_bw_triggers,,,,,,,total=750
1567414063,1,256,Trig. 256                               ,1567.414063,0.087891,,,,,,,,,,,,,
1567490234,1,256,Trig. 256                               ,1567.490234,0.076171,,,,,,,,,,,,,
1567496094,1,256,Trig. 256                               ,1567.496094,0.00586,,,,,,,,,,,,,
1567501953,1,256,Trig. 256                               ,1567.501953,0.005859,,,,,,,,,,,,,
1567589844,1,256,Trig. 256                               ,1567.589844,0.087891,,,,,,,,,,,,,
1567675781,1,256,Trig. 256                               ,1567.675781,0.085937,,,,,,,,,,,,,
1567876953,1,8,Trig. 8                                 ,1567.876953,0.201172,0.201172,,8,2,,,,,,,,,
1567935547,1,256,Trig. 256                               ,1567.935547,0.058594,,,,,,,,,,,,,
1568013672,1,256,Trig. 256                               ,1568.013672,0.078125,,,,,,,,,,,,,
1568017578,1,256,Trig. 256                               ,1568.017578,0.003906,,,,,,,,,,,,,
1568023438,1,256,Trig. 256                               ,1568.023438,0.00586,,,,,,,,,,,,,
1568113281,1,256,Trig. 256                               ,1568.113281,0.089843,,,,,,,,,,,,,
1568197266,1,256,Trig. 256                               ,1568.197266,0.083985,,,,,,,,,,,,,
1568287109,1,256,Trig. 256                               ,1568.287109,0.089843,,,,,,,,,,,,,
1568373047,1,256,Trig. 256                               ,1568.373047,0.085938,,,,,,,,,,,,,
1568576172,1,9,Trig. 9                                 ,1568.576172,0.203125,0.203125,,9,3,,,,,,,,,
1568632813,1,256,Trig. 256                               ,1568.632813,0.056641,,,,,,,,,,,,,
1568714844,1,256,Trig. 256                               ,1568.714844,0.082031,,,,,,,,,,,,,
1568808594,1,256,Trig. 256                               ,1568.808594,0.09375,,,,,,,,,,,,,
1568888672,1,256,Trig. 256                               ,1568.888672,0.080078,,,,,,,,,,,,,
1568894531,1,256,Trig. 256                               ,1568.894531,0.005859,,,,,,,,,,,,,
1568943359,1,2,Trig. 2                                 ,1568.943359,0.048828,0.048828,,2,,,,,,,,,,
1568982422,1,256,Trig. 256                               ,1568.982422,0.039063,,,,,,,,,,,,,
1568988281,1,256,Trig. 256                               ,1568.988281,0.005859,,,,,,,,,,,,,
1569064453,1,256,Trig. 256                               ,1569.064453,0.076172,,,,,,,,,,,,,
1569083984,1,4096,Trig. 4096                              ,1569.083984,0.019531,,,,,,,,,,,,,
1569113281,1,4,Trig. 4                                 ,1569.113281,0.029297,,,4,,,,,,,,,,
1569976563,1,252,Trig. 252                               ,1569.976563,0.863282,,1,,,,,,,,,,,
1570000000,1,7,Trig. 7                                 ,1570,0.023437,0.023437,,7,1,,,,,,,,,
1570072266,1,256,Trig. 256                               ,1570.072266,0.072266,,,,,,,,,,,,,
1570154297,1,256,Trig. 256                               ,1570.154297,0.082031,,,,,,,,,,,,,
1570248047,1,256,Trig. 256                               ,1570.248047,0.09375,,,,,,,,,,,,,
1570328125,1,256,Trig. 256                               ,1570.328125,0.080078,,,,,,,,,,,,,
1570333984,1,256,Trig. 256                               ,1570.333984,0.005859,,,,,,,,,,,,,
1570421875,1,256,Trig. 256                               ,1570.421875,0.087891,,,,,,,,,,,,,
1570427734,1,256,Trig. 256                               ,1570.427734,0.005859,,,,,,,,,,,,,
1570500000,1,256,Trig. 256                               ,1570.5,0.072266,,,,,,,,,,,,,
1570503906,1,256,Trig. 256                               ,1570.503906,0.003906,,,,,,,,,,,,,
1570509766,1,256,Trig. 256                               ,1570.509766,0.00586,,,,,,,,,,,,,
1570687500,1,8,Trig. 8                                 ,1570.6875,0.177734,,,8,2,,,,,,,,,
1570697266,1,14,Trig. 14                                ,1570.697266,0.009766,,,,,,,,,,,,,
1570769531,1,256,Trig. 256                               ,1570.769531,0.072265,,,,,,,,,,,,,
1570855469,1,256,Trig. 256                               ,1570.855469,0.085938,,,,,,,,,,,,,
1570945313,1,256,Trig. 256                               ,1570.945313,0.089844,,,,,,,,,,,,,
1571019531,1,256,Trig. 256                               ,1571.019531,0.074218,,,,,,,,,,,,,
1571025391,1,256,Trig. 256                               ,1571.025391,0.00586,,,,,,,,,,,,,
1571031250,1,256,Trig. 256                               ,1571.03125,0.005859,,,,,,,,,,,,,
1571119141,1,256,Trig. 256                               ,1571.119141,0.087891,,,,,,,,,,,,,
1571205078,1,256,Trig. 256                               ,1571.205078,0.085937,,,,,,,,,,,,,
1571388672,1,9,Trig. 9                                 ,1571.388672,0.183594,0.183594,,9,3,,,,,,,,,
1571464844,1,256,Trig. 256                               ,1571.464844,0.076172,,,,,,,,,,,,,
1571474609,1,256,Trig. 256                               ,1571.474609,0.009765,,,,,,,,,,,,,
1571542969,1,256,Trig. 256                               ,1571.542969,0.06836,,,,,,,,,,,,,
1571546875,1,256,Trig. 256                               ,1571.546875,0.003906,,,,,,,,,,,,,
1571552734,1,256,Trig. 256                               ,1571.552734,0.005859,,,,,,,,,,,,,
1571642578,1,256,Trig. 256                               ,1571.642578,0.089844,,,,,,,,,,,,,
1571654297,1,1,Trig. 1                                 ,1571.654297,0.011719,0.011719,,1,,,,,,,,,,
1571726563,1,256,Trig. 256                               ,1571.726563,0.072266,,,,,,,,,,,,,
1571806641,1,2048,Trig. 2048                              ,1571.806641,0.080078,,,,,,,,,,,,,
1571816406,1,256,Trig. 256                               ,1571.816406,0.009765,,,,,,,,,,,,,
1571826172,1,3,Trig. 3                                 ,1571.826172,0.009766,0.009766,,3,,,,,,,,,,
1571902344,1,256,Trig. 256                               ,1571.902344,0.076172,,,,,,,,,,,,,
1572787109,1,252,Trig. 252                               ,1572.787109,0.884765,,1,,,,,,,,,,,
1572804688,1,7,Trig. 7                                 ,1572.804688,0.017579,0.017579,,7,1,,,,,,,,,
1572904297,1,256,Trig. 256                               ,1572.904297,0.099609,,,,,,,,,,,,,
1572992188,1,256,Trig. 256                               ,1572.992188,0.087891,,,,,,,,,,,,,
1573082031,1,256,Trig. 256                               ,1573.082031,0.089843,,,,,,,,,,,,,
1573167969,1,256,Trig. 256                               ,1573.167969,0.085938,,,,,,,,,,,,,
1573255859,1,256,Trig. 256                               ,1573.255859,0.08789,,,,,,,,,,,,,
1573341797,1,256,Trig. 256                               ,1573.341797,0.085938,,,,,,,,,,,,,
1573498047,1,8,Trig. 8                                 ,1573.498047,0.15625,0.15625,,8,2,,,,,,,,,
1573554688,1,256,Trig. 256                               ,1573.554688,0.056641,,,,,,,,,,,,,
1573632813,1,256,Trig. 256                               ,1573.632813,0.078125,,,,,,,,,,,,,
1573636719,1,256,Trig. 256                               ,1573.636719,0.003906,,,,,,,,,,,,,
1573642578,1,256,Trig. 256                               ,1573.642578,0.005859,,,,,,,,,,,,,
1573732422,1,256,Trig. 256                               ,1573.732422,0.089844,,,,,,,,,,,,,
1573816406,1,256,Trig. 256                               ,1573.816406,0.083984,,,,,,,,,,,,,
1573906250,1,256,Trig. 256                               ,1573.90625,0.089844,,,,,,,,,,,,,
1573992188,1,256,Trig. 256                               ,1573.992188,0.085938,,,,,,,,,,,,,
1574197266,1,9,Trig. 9                                 ,1574.197266,0.205078,0.205078,,9,3,,,,,,,,,
1574251953,1,256,Trig. 256                               ,1574.251953,0.054687,,,,,,,,,,,,,
1574333984,1,256,Trig. 256                               ,1574.333984,0.082031,,,,,,,,,,,,,
1574427734,1,256,Trig. 256                               ,1574.427734,0.09375,,,,,,,,,,,,,
1574507813,1,256,Trig. 256                               ,1574.507813,0.080079,,,,,,,,,,,,,
1574513672,1,256,Trig. 256                               ,1574.513672,0.005859,,,,,,,,,,,,,
1574601563,1,256,Trig. 256                               ,1574.601563,0.087891,,,,,,,,,,,,,
1574607422,1,256,Trig. 256                               ,1574.607422,0.005859,,,,,,,,,,,,,
1574683594,1,256,Trig. 256                               ,1574.683594,0.076172,,,,,,,,,,,,,
1574871094,1,2,Trig. 2                                 ,1574.871094,0.1875,,,2,,,,,,,,,,
1575029297,1,4096,Trig. 4096                              ,1575.029297,0.158203,,,,,,,,,,,,,
1575046875,1,4,Trig. 4                                 ,1575.046875,0.017578,,,4,,,,,,,,,,
1575597656,1,252,Trig. 252                               ,1575.597656,0.550781,,1,,,,,,,,,,,
1575611328,1,7,Trig. 7                                 ,1575.611328,0.013672,0.013672,,7,1,,,,,,,,,
1575691406,1,256,Trig. 256                               ,1575.691406,0.080078,,,,,,,,,,,,,
1575773438,1,256,Trig. 256                               ,1575.773438,0.082032,,,,,,,,,,,,,
1575867188,1,256,Trig. 256                               ,1575.867188,0.09375,,,,,,,,,,,,,
1575947266,1,256,Trig. 256                               ,1575.947266,0.080078,,,,,,,,,,,,,
1575953125,1,256,Trig. 256                               ,1575.953125,0.005859,,,,,,,,,,,,,
1576041016,1,256,Trig. 256                               ,1576.041016,0.087891,,,,,,,,,,,,,
1576046875,1,256,Trig. 256                               ,1576.046875,0.005859,,,,,,,,,,,,,
1576119141,1,256,Trig. 256                               ,1576.119141,0.072266,,,,,,,,,,,,,
1576123047,1,256,Trig. 256                               ,1576.123047,0.003906,,,,,,,,,,,,,
1576128906,1,256,Trig. 256                               ,1576.128906,0.005859,,,,,,,,,,,,,
1576306641,1,8,Trig. 8                                 ,1576.306641,0.177735,0.177735,,8,2,,,,,,,,,
1576388672,1,256,Trig. 256                               ,1576.388672,0.082031,,,,,,,,,,,,,
1576474609,1,256,Trig. 256                               ,1576.474609,0.085937,,,,,,,,,,,,,
1576564453,1,256,Trig. 256                               ,1576.564453,0.089844,,,,,,,,,,,,,
1576638672,1,256,Trig. 256                               ,1576.638672,0.074219,,,,,,,,,,,,,
1576644531,1,256,Trig. 256                               ,1576.644531,0.005859,,,,,,,,,,,,,
1576650391,1,256,Trig. 256                               ,1576.650391,0.00586,,,,,,,,,,,,,
1576738281,1,256,Trig. 256                               ,1576.738281,0.08789,,,,,,,,,,,,,
1576824219,1,256,Trig. 256                               ,1576.824219,0.085938,,,,,,,,,,,,,
1577005859,1,9,Trig. 9                                 ,1577.005859,0.18164,0.18164,,9,3,,,,,,,,,
1577083984,1,256,Trig. 256                               ,1577.083984,0.078125,,,,,,,,,,,,,
1577093750,1,256,Trig. 256                               ,1577.09375,0.009766,,,,,,,,,,,,,
1577162109,1,256,Trig. 256                               ,1577.162109,0.068359,,,,,,,,,,,,,
1577166016,1,256,Trig. 256                               ,1577.166016,0.003907,,,,,,,,,,,,,
1577171875,1,256,Trig. 256                               ,1577.171875,0.005859,,,,,,,,,,,,,
1577259766,1,256,Trig. 256                               ,1577.259766,0.087891,,,,,,,,,,,,,
1577345703,1,256,Trig. 256                               ,1577.345703,0.085937,,,,,,,,,,,,,
1577435547,1,256,Trig. 256                               ,1577.435547,0.089844,,,,,,,,,,,,,
1577476563,1,2,Trig. 2                                 ,1577.476563,0.041016,0.041016,,2,,,,,,,,,,
1577521484,1,256,Trig. 256                               ,1577.521484,0.044921,,,,,,,,,,,,,
1577611328,1,4096,Trig. 4096                              ,1577.611328,0.089844,,,,,,,,,,,,,
1577630859,1,4,Trig. 4                                 ,1577.630859,0.019531,,,4,,,,,,,,,,
1578406250,1,252,Trig. 252                               ,1578.40625,0.775391,,1,,,,,,,,,,,
1578416016,1,7,Trig. 7                                 ,1578.416016,0.009766,0.009766,,7,1,,,,,,,,,
1578478516,1,256,Trig. 256                               ,1578.478516,0.0625,,,,,,,,,,,,,
1578564453,1,256,Trig. 256                               ,1578.564453,0.085937,,,,,,,,,,,,,
1578652344,1,256,Trig. 256                               ,1578.652344,0.087891,,,,,,,,,,,,,
1578728516,1,256,Trig. 256                               ,1578.728516,0.076172,,,,,,,,,,,,,
1578734375,1,256,Trig. 256                               ,1578.734375,0.005859,,,,,,,,,,,,,
1578740234,1,256,Trig. 256                               ,1578.740234,0.005859,,,,,,,,,,,,,
1578828125,1,256,Trig. 256                               ,1578.828125,0.087891,,,,,,,,,,,,,
1578914063,1,256,Trig. 256                               ,1578.914063,0.085938,,,,,,,,,,,,,
1579115234,1,8,Trig. 8                                 ,1579.115234,0.201171,0.201171,,8,2,,,,,,,,,
1579173828,1,256,Trig. 256                               ,1579.173828,0.058594,,,,,,,,,,,,,
1579251953,1,256,Trig. 256                               ,1579.251953,0.078125,,,,,,,,,,,,,
1579255859,1,256,Trig. 256                               ,1579.255859,0.003906,,,,,,,,,,,,,
1579261719,1,256,Trig. 256                               ,1579.261719,0.00586,,,,,,,,,,,,,
1579351563,1,256,Trig. 256                               ,1579.351563,0.089844,,,,,,,,,,,,,
1579435547,1,256,Trig. 256                               ,1579.435547,0.083984,,,,,,,,,,,,,
1579525391,1,256,Trig. 256                               ,1579.525391,0.089844,,,,,,,,,,,,,
1579611328,1,256,Trig. 256                               ,1579.611328,0.085937,,,,,,,,,,,,,
1579814453,1,9,Trig. 9                                 ,1579.814453,0.203125,0.203125,,9,3,,,,,,,,,
1579871094,1,256,Trig. 256                               ,1579.871094,0.056641,,,,,,,,,,,,,
1579953125,1,256,Trig. 256                               ,1579.953125,0.082031,,,,,,,,,,,,,
1580046875,1,256,Trig. 256                               ,1580.046875,0.09375,,,,,,,,,,,,,
1580126953,1,256,Trig. 256                               ,1580.126953,0.080078,,,,,,,,,,,,,
1580132813,1,256,Trig. 256                               ,1580.132813,0.00586,,,,,,,,,,,,,
1580220703,1,256,Trig. 256                               ,1580.220703,0.08789,,,,,,,,,,,,,
1580226563,1,256,Trig. 256                               ,1580.226563,0.00586,,,,,,,,,,,,,
1580253906,1,2,Trig. 2                                 ,1580.253906,0.027343,0.027343,,2,,,,,,,,,,
1580302734,1,256,Trig. 256                               ,1580.302734,0.048828,,,,,,,,,,,,,
1580382813,1,4096,Trig. 4096                              ,1580.382813,0.080079,,,,,,,,,,,,,
1580410156,1,4,Trig. 4                                 ,1580.410156,0.027343,,,4,,,,,,,,,,
1581214844,1,252,Trig. 252                               ,1581.214844,0.804688,,1,,,,,,,,,,,
1581238281,1,7,Trig. 7                                 ,1581.238281,0.023437,0.023437,,7,1,,,,,,,,,
1581310547,1,256,Trig. 256                               ,1581.310547,0.072266,,,,,,,,,,,,,
1581392578,1,256,Trig. 256                               ,1581.392578,0.082031,,,,,,,,,,,,,
1581486328,1,256,Trig. 256                               ,1581.486328,0.09375,,,,,,,,,,,,,
1581566406,1,256,Trig. 256                               ,1581.566406,0.080078,,,,,,,,,,,,,
1581572266,1,256,Trig. 256                               ,1581.572266,0.00586,,,,,,,,,,,,,
1581660156,1,256,Trig. 256                               ,1581.660156,0.08789,,,,,,,,,,,,,
1581666016,1,256,Trig. 256                               ,1581.666016,0.00586,,,,,,,,,,,,,
1581738281,1,256,Trig. 256                               ,1581.738281,0.072265,,,,,,,,,,,,,
1581742188,1,256,Trig. 256                               ,1581.742188,0.003907,,,,,,,,,,,,,
1581748047,1,256,Trig. 256                               ,1581.748047,0.005859,,,,,,,,,,,,,
1581923828,1,8,Trig. 8                                 ,1581.923828,0.175781,0.175781,,8,2,,,,,,,,,
1582007813,1,256,Trig. 256                               ,1582.007813,0.083985,,,,,,,,,,,,,
1582093750,1,256,Trig. 256                               ,1582.09375,0.085937,,,,,,,,,,,,,
1582183594,1,256,Trig. 256                               ,1582.183594,0.089844,,,,,,,,,,,,,
1582257813,1,256,Trig. 256                               ,1582.257813,0.074219,,,,,,,,,,,,,
1582263672,1,256,Trig. 256                               ,1582.263672,0.005859,,,,,,,,,,,,,
1582269531,1,256,Trig. 256                               ,1582.269531,0.005859,,,,,,,,,,,,,
1582357422,1,256,Trig. 256                               ,1582.357422,0.087891,,,,,,,,,,,,,
1582443359,1,256,Trig. 256                               ,1582.443359,0.085937,,,,,,,,,,,,,
1582626953,1,9,Trig. 9                                 ,1582.626953,0.183594,,,9,3,,,,,,,,,
1582634766,1,14,Trig. 14                                ,1582.634766,0.007813,,,,,,,,,,,,,
1582703125,1,256,Trig. 256                               ,1582.703125,0.068359,,,,,,,,,,,,,
1582712891,1,256,Trig. 256                               ,1582.712891,0.009766,,,,,,,,,,,,,
1582781250,1,256,Trig. 256                               ,1582.78125,0.068359,,,,,,,,,,,,,
1582785156,1,256,Trig. 256                               ,1582.785156,0.003906,,,,,,,,,,,,,
1582791016,1,256,Trig. 256                               ,1582.791016,0.00586,,,,,,,,,,,,,
1582878906,1,256,Trig. 256                               ,1582.878906,0.08789,,,,,,,,,,,,,
1582964844,1,256,Trig. 256                               ,1582.964844,0.085938,,,,,,,,,,,,,
1582986328,1,1,Trig. 1                                 ,1582.986328,0.021484,0.021484,,1,,,,,,,,,,
1583054688,1,256,Trig. 256                               ,1583.054688,0.06836,,,,,,,,,,,,,
1583136719,1,2048,Trig. 2048                              ,1583.136719,0.082031,,,,,,,,,,,,,
1583140625,1,256,Trig. 256                               ,1583.140625,0.003906,,,,,,,,,,,,,
1583160156,1,3,Trig. 3                                 ,1583.160156,0.019531,,,3,,,,,,,,,,
1584025391,1,252,Trig. 252                               ,1584.025391,0.865235,,1,,,,,,,,,,,
1584042969,1,7,Trig. 7                                 ,1584.042969,0.017578,0.017578,,7,1,,,,,,,,,
1584097656,1,256,Trig. 256                               ,1584.097656,0.054687,,,,,,,,,,,,,
1584183594,1,256,Trig. 256                               ,1584.183594,0.085938,,,,,,,,,,,,,
1584271484,1,256,Trig. 256                               ,1584.271484,0.08789,,,,,,,,,,,,,
1584347656,1,256,Trig. 256                               ,1584.347656,0.076172,,,,,,,,,,,,,
1584353516,1,256,Trig. 256                               ,1584.353516,0.00586,,,,,,,,,,,,,
1584359375,1,256,Trig. 256                               ,1584.359375,0.005859,,,,,,,,,,,,,
1584447266,1,256,Trig. 256                               ,1584.447266,0.087891,,,,,,,,,,,,,
1584533203,1,256,Trig. 256                               ,1584.533203,0.085937,,,,,,,,,,,,,
1584736328,1,8,Trig. 8                                 ,1584.736328,0.203125,0.203125,,8,2,,,,,,,,,
1584792969,1,256,Trig. 256                               ,1584.792969,0.056641,,,,,,,,,,,,,
1584871094,1,256,Trig. 256                               ,1584.871094,0.078125,,,,,,,,,,,,,
1584875000,1,256,Trig. 256                               ,1584.875,0.003906,,,,,,,,,,,,,
1584880859,1,256,Trig. 256                               ,1584.880859,0.005859,,,,,,,,,,,,,
1584970703,1,256,Trig. 256                               ,1584.970703,0.089844,,,,,,,,,,,,,
1585054688,1,256,Trig. 256                               ,1585.054688,0.083985,,,,,,,,,,,,,
1585144531,1,256,Trig. 256                               ,1585.144531,0.089843,,,,,,,,,,,,,
1585230469,1,256,Trig. 256                               ,1585.230469,0.085938,,,,,,,,,,,,,
1585435547,1,9,Trig. 9                                 ,1585.435547,0.205078,0.205078,,9,3,,,,,,,,,
1585537109,1,256,Trig. 256                               ,1585.537109,0.101562,,,,,,,,,,,,,
1585623047,1,256,Trig. 256                               ,1585.623047,0.085938,,,,,,,,,,,,,
1585669922,1,1,Trig. 1                                 ,1585.669922,0.046875,0.046875,,1,,,,,,,,,,
1585712891,1,256,Trig. 256                               ,1585.712891,0.042969,,,,,,,,,,,,,
1585792969,1,256,Trig. 256                               ,1585.792969,0.080078,,,,,,,,,,,,,
1585798828,1,256,Trig. 256                               ,1585.798828,0.005859,,,,,,,,,,,,,
1585837891,1,2048,Trig. 2048                              ,1585.837891,0.039063,,,,,,,,,,,,,
1585861328,1,3,Trig. 3                                 ,1585.861328,0.023437,0.023437,,3,,,,,,,,,,
1585886719,1,256,Trig. 256                               ,1585.886719,0.025391,,,,,,,,,,,,,
1585968750,1,256,Trig. 256                               ,1585.96875,0.082031,,,,,,,,,,,,,
1585972656,1,256,Trig. 256                               ,1585.972656,0.003906,,,,,,,,,,,,,
1586835938,1,252,Trig. 252                               ,1586.835938,0.863282,,1,,,,,,,,,,,
1586847656,1,7,Trig. 7                                 ,1586.847656,0.011718,0.011718,,7,1,,,,,,,,,
1586929688,1,256,Trig. 256                               ,1586.929688,0.082032,,,,,,,,,,,,,
1587011719,1,256,Trig. 256                               ,1587.011719,0.082031,,,,,,,,,,,,,
1587105469,1,256,Trig. 256                               ,1587.105469,0.09375,,,,,,,,,,,,,
1587185547,1,256,Trig. 256                               ,1587.185547,0.080078,,,,,,,,,,,,,
1587191406,1,256,Trig. 256                               ,1587.191406,0.005859,,,,,,,,,,,,,
1587279297,1,256,Trig. 256                               ,1587.279297,0.087891,,,,,,,,,,,,,
1587285156,1,256,Trig. 256                               ,1587.285156,0.005859,,,,,,,,,,,,,
1587357422,1,256,Trig. 256                               ,1587.357422,0.072266,,,,,,,,,,,,,
1587361328,1,256,Trig. 256                               ,1587.361328,0.003906,,,,,,,,,,,,,
1587367188,1,256,Trig. 256                               ,1587.367188,0.00586,,,,,,,,,,,,,
1587544922,1,8,Trig. 8                                 ,1587.544922,0.177734,0.177734,,8,2,,,,,,,,,
1587626953,1,256,Trig. 256                               ,1587.626953,0.082031,,,,,,,,,,,,,
1587712891,1,256,Trig. 256                               ,1587.712891,0.085938,,,,,,,,,,,,,
1587802734,1,256,Trig. 256                               ,1587.802734,0.089843,,,,,,,,,,,,,
1587876953,1,256,Trig. 256                               ,1587.876953,0.074219,,,,,,,,,,,,,
1587882813,1,256,Trig. 256                               ,1587.882813,0.00586,,,,,,,,,,,,,
1587888672,1,256,Trig. 256                               ,1587.888672,0.005859,,,,,,,,,,,,,
1587976563,1,256,Trig. 256                               ,1587.976563,0.087891,,,,,,,,,,,,,
1588062500,1,256,Trig. 256                               ,1588.0625,0.085937,,,,,,,,,,,,,
1588248047,1,9,Trig. 9                                 ,1588.248047,0.185547,,,9,3,,,,,,,,,
1588259766,1,14,Trig. 14                                ,1588.259766,0.011719,,,,,,,,,,,,,
1588322266,1,256,Trig. 256                               ,1588.322266,0.0625,,,,,,,,,,,,,
1588332031,1,256,Trig. 256                               ,1588.332031,0.009765,,,,,,,,,,,,,
1588400391,1,256,Trig. 256                               ,1588.400391,0.06836,,,,,,,,,,,,,
1588404297,1,256,Trig. 256                               ,1588.404297,0.003906,,,,,,,,,,,,,
1588410156,1,256,Trig. 256                               ,1588.410156,0.005859,,,,,,,,,,,,,
1588500000,1,256,Trig. 256                               ,1588.5,0.089844,,,,,,,,,,,,,
1588583984,1,256,Trig. 256                               ,1588.583984,0.083984,,,,,,,,,,,,,
1588673828,1,256,Trig. 256                               ,1588.673828,0.089844,,,,,,,,,,,,,
1588759766,1,256,Trig. 256                               ,1588.759766,0.085938,,,,,,,,,,,,,
1588949219,1,14,Trig. 14                                ,1588.949219,0.189453,,,,,,,,,,,,,
1589201172,1,1,Trig. 1                                 ,1589.201172,0.251953,,,1,,,,,,,,,,
1589359375,1,2048,Trig. 2048                              ,1589.359375,0.158203,,,,,,,,,,,,,
1589378906,1,3,Trig. 3                                 ,1589.378906,0.019531,,,3,,,,,,,,,,
1589650391,1,252,Trig. 252                               ,1589.650391,0.271485,,1,,,,,,,,,,,
1589669922,1,7,Trig. 7                                 ,1589.669922,0.019531,0.019531,,7,1,,,,,,,,,
1589761719,1,256,Trig. 256                               ,1589.761719,0.091797,,,,,,,,,,,,,
1589849609,1,256,Trig. 256                               ,1589.849609,0.08789,,,,,,,,,,,,,
1589937500,1,256,Trig. 256                               ,1589.9375,0.087891,,,,,,,,,,,,,
1590025391,1,256,Trig. 256                               ,1590.025391,0.087891,,,,,,,,,,,,,
1590113281,1,256,Trig. 256                               ,1590.113281,0.08789,,,,,,,,,,,,,
1590199219,1,256,Trig. 256                               ,1590.199219,0.085938,,,,,,,,,,,,,
1590361328,1,8,Trig. 8                                 ,1590.361328,0.162109,0.162109,,8,2,,,,,,,,,
1590412109,1,256,Trig. 256                               ,1590.412109,0.050781,,,,,,,,,,,,,
1590490234,1,256,Trig. 256                               ,1590.490234,0.078125,,,,,,,,,,,,,
1590494141,1,256,Trig. 256                               ,1590.494141,0.003907,,,,,,,,,,,,,
1590500000,1,256,Trig. 256                               ,1590.5,0.005859,,,,,,,,,,,,,
1590589844,1,256,Trig. 256                               ,1590.589844,0.089844,,,,,,,,,,,,,
1590673828,1,256,Trig. 256                               ,1590.673828,0.083984,,,,,,,,,,,,,
1590763672,1,256,Trig. 256                               ,1590.763672,0.089844,,,,,,,,,,,,,
1590849609,1,256,Trig. 256                               ,1590.849609,0.085937,,,,,,,,,,,,,
1591060547,1,9,Trig. 9                                 ,1591.060547,0.210938,0.210938,,9,3,,,,,,,,,
1591156250,1,256,Trig. 256                               ,1591.15625,0.095703,,,,,,,,,,,,,
1591242188,1,256,Trig. 256                               ,1591.242188,0.085938,,,,,,,,,,,,,
1591332031,1,256,Trig. 256                               ,1591.332031,0.089843,,,,,,,,,,,,,
1591412109,1,256,Trig. 256                               ,1591.412109,0.080078,,,,,,,,,,,,,
1591417969,1,256,Trig. 256                               ,1591.417969,0.00586,,,,,,,,,,,,,
1591505859,1,256,Trig. 256                               ,1591.505859,0.08789,,,,,,,,,,,,,
1591591797,1,256,Trig. 256                               ,1591.591797,0.085938,,,,,,,,,,,,,
1591650391,1,2,Trig. 2                                 ,1591.650391,0.058594,,,2,,,,,,,,,,
1591810547,1,4096,Trig. 4096                              ,1591.810547,0.160156,,,,,,,,,,,,,
1591826172,1,4,Trig. 4                                 ,1591.826172,0.015625,,,4,,,,,,,,,,
1592460938,1,252,Trig. 252                               ,1592.460938,0.634766,,1,,,,,,,,,,,
1592476563,1,7,Trig. 7                                 ,1592.476563,0.015625,0.015625,,7,1,,,,,,,,,
1592548828,1,256,Trig. 256                               ,1592.548828,0.072265,,,,,,,,,,,,,
1592630859,1,256,Trig. 256                               ,1592.630859,0.082031,,,,,,,,,,,,,
1592724609,1,256,Trig. 256                               ,1592.724609,0.09375,,,,,,,,,,,,,
1592804688,1,256,Trig. 256                               ,1592.804688,0.080079,,,,,,,,,,,,,
1592810547,1,256,Trig. 256                               ,1592.810547,0.005859,,,,,,,,,,,,,
1592898438,1,256,Trig. 256                               ,1592.898438,0.087891,,,,,,,,,,,,,
1592904297,1,256,Trig. 256                               ,1592.904297,0.005859,,,,,,,,,,,,,
1592976563,1,256,Trig. 256                               ,1592.976563,0.072266,,,,,,,,,,,,,
1592980469,1,256,Trig. 256                               ,1592.980469,0.003906,,,,,,,,,,,,,
1592986328,1,256,Trig. 256                               ,1592.986328,0.005859,,,,,,,,,,,,,
1593171875,1,8,Trig. 8                                 ,1593.171875,0.185547,0.185547,,8,2,,,,,,,,,
1593246094,1,256,Trig. 256                               ,1593.246094,0.074219,,,,,,,,,,,,,
1593332031,1,256,Trig. 256                               ,1593.332031,0.085937,,,,,,,,,,,,,
1593421875,1,256,Trig. 256                               ,1593.421875,0.089844,,,,,,,,,,,,,
1593496094,1,256,Trig. 256                               ,1593.496094,0.074219,,,,,,,,,,,,,
1593501953,1,256,Trig. 256                               ,1593.501953,0.005859,,,,,,,,,,,,,
1593507813,1,256,Trig. 256                               ,1593.507813,0.00586,,,,,,,,,,,,,
1593595703,1,256,Trig. 256                               ,1593.595703,0.08789,,,,,,,,,,,,,
1593681641,1,256,Trig. 256                               ,1593.681641,0.085938,,,,,,,,,,,,,
1593871094,1,9,Trig. 9                                 ,1593.871094,0.189453,0.189453,,9,3,,,,,,,,,
1593941406,1,256,Trig. 256                               ,1593.941406,0.070312,,,,,,,,,,,,,
1593951172,1,256,Trig. 256                               ,1593.951172,0.009766,,,,,,,,,,,,,
1594019531,1,256,Trig. 256                               ,1594.019531,0.068359,,,,,,,,,,,,,
1594023438,1,256,Trig. 256                               ,1594.023438,0.003907,,,,,,,,,,,,,
1594029297,1,256,Trig. 256                               ,1594.029297,0.005859,,,,,,,,,,,,,
1594119141,1,256,Trig. 256                               ,1594.119141,0.089844,,,,,,,,,,,,,
1594203125,1,256,Trig. 256                               ,1594.203125,0.083984,,,,,,,,,,,,,
1594292969,1,256,Trig. 256                               ,1594.292969,0.089844,,,,,,,,,,,,,
1594378906,1,256,Trig. 256                               ,1594.378906,0.085937,,,,,,,,,,,,,
