Tmu         ,Code,TriNo,Comnt,Time,Time_Diff,Trig_to_256,"Start=1, Stop=2",Manual_triggers,Sound_Triggers,,time_bw_triggers,,,,,,,total=750
1276832031,1,256,Trig. 256                               ,1276.832031,0.091797,,,,,,,,,,,,,
1276914063,1,256,Trig. 256                               ,1276.914063,0.082032,,,,,,,,,,,,,
1276919922,1,256,Trig. 256                               ,1276.919922,0.005859,,,,,,,,,,,,,
1277007813,1,256,Trig. 256                               ,1277.007813,0.087891,,,,,,,,,,,,,
1277089844,1,256,Trig. 256                               ,1277.089844,0.082031,,,,,,,,,,,,,
1277167969,1,1,Trig. 1                                 ,1277.167969,0.078125,,,1,,,,,,,,,,
1277310547,1,2048,Trig. 2048                              ,1277.310547,0.142578,,,,,,,,,,,,,
1277335938,1,3,Trig. 3                                 ,1277.335938,0.025391,,,3,,,,,,,,,,
1278011719,1,252,Trig. 252                               ,1278.011719,0.675781,,1,,,,,,,,,,,
1278035156,1,7,Trig. 7                                 ,1278.035156,0.023437,0.023437,,7,1,,,,,,,,,
1278097656,1,256,Trig. 256                               ,1278.097656,0.0625,,,,,,,,,,,,,
1278179688,1,256,Trig. 256                               ,1278.179688,0.082032,,,,,,,,,,,,,
1278273438,1,256,Trig. 256                               ,1278.273438,0.09375,,,,,,,,,,,,,
1278353516,1,256,Trig. 256                               ,1278.353516,0.080078,,,,,,,,,,,,,
1278359375,1,256,Trig. 256                               ,1278.359375,0.005859,,,,,,,,,,,,,
1278447266,1,256,Trig. 256                               ,1278.447266,0.087891,,,,,,,,,,,,,
1278453125,1,256,Trig. 256                               ,1278.453125,0.005859,,,,,,,,,,,,,
1278525391,1,256,Trig. 256                               ,1278.525391,0.072266,,,,,,,,,,,,,
1278529297,1,256,Trig. 256                               ,1278.529297,0.003906,,,,,,,,,,,,,
1278535156,1,256,Trig. 256                               ,1278.535156,0.005859,,,,,,,,,,,,,
1278720703,1,8,Trig. 8                                 ,1278.720703,0.185547,0.185547,,8,2,,,,,,,,,
1278794922,1,256,Trig. 256                               ,1278.794922,0.074219,,,,,,,,,,,,,
1278880859,1,256,Trig. 256                               ,1278.880859,0.085937,,,,,,,,,,,,,
1278968750,1,256,Trig. 256                               ,1278.96875,0.087891,,,,,,,,,,,,,
1279044922,1,256,Trig. 256                               ,1279.044922,0.076172,,,,,,,,,,,,,
1279050781,1,256,Trig. 256                               ,1279.050781,0.005859,,,,,,,,,,,,,
1279056641,1,256,Trig. 256                               ,1279.056641,0.00586,,,,,,,,,,,,,
1279144531,1,256,Trig. 256                               ,1279.144531,0.08789,,,,,,,,,,,,,
1279230469,1,256,Trig. 256                               ,1279.230469,0.085938,,,,,,,,,,,,,
1279419922,1,9,Trig. 9                                 ,1279.419922,0.189453,0.189453,,9,3,,,,,,,,,
1279490234,1,256,Trig. 256                               ,1279.490234,0.070312,,,,,,,,,,,,,
1279568359,1,256,Trig. 256                               ,1279.568359,0.078125,,,,,,,,,,,,,
1279572266,1,256,Trig. 256                               ,1279.572266,0.003907,,,,,,,,,,,,,
1279578125,1,256,Trig. 256                               ,1279.578125,0.005859,,,,,,,,,,,,,
1279666016,1,256,Trig. 256                               ,1279.666016,0.087891,,,,,,,,,,,,,
1279751953,1,256,Trig. 256                               ,1279.751953,0.085937,,,,,,,,,,,,,
1279841797,1,256,Trig. 256                               ,1279.841797,0.089844,,,,,,,,,,,,,
1279906250,1,1,Trig. 1                                 ,1279.90625,0.064453,0.064453,,1,,,,,,,,,,
1279927734,1,256,Trig. 256                               ,1279.927734,0.021484,,,,,,,,,,,,,
1280044922,1,2048,Trig. 2048                              ,1280.044922,0.117188,,,,,,,,,,,,,
1280056641,1,3,Trig. 3                                 ,1280.056641,0.011719,,,3,,,,,,,,,,
1280820313,1,252,Trig. 252                               ,1280.820313,0.763672,,1,,,,,,,,,,,
1280841797,1,7,Trig. 7                                 ,1280.841797,0.021484,0.021484,,7,1,,,,,,,,,
1280929688,1,256,Trig. 256                               ,1280.929688,0.087891,,,,,,,,,,,,,
1281017578,1,256,Trig. 256                               ,1281.017578,0.08789,,,,,,,,,,,,,
1281105469,1,256,Trig. 256                               ,1281.105469,0.087891,,,,,,,,,,,,,
1281191406,1,256,Trig. 256                               ,1281.191406,0.085937,,,,,,,,,,,,,
1281281250,1,256,Trig. 256                               ,1281.28125,0.089844,,,,,,,,,,,,,
1281367188,1,256,Trig. 256                               ,1281.367188,0.085938,,,,,,,,,,,,,
1281531250,1,8,Trig. 8                                 ,1281.53125,0.164062,0.164062,,8,2,,,,,,,,,
1281626953,1,256,Trig. 256                               ,1281.626953,0.095703,,,,,,,,,,,,,
1281708984,1,256,Trig. 256                               ,1281.708984,0.082031,,,,,,,,,,,,,
1281802734,1,256,Trig. 256                               ,1281.802734,0.09375,,,,,,,,,,,,,
1281888672,1,256,Trig. 256                               ,1281.888672,0.085938,,,,,,,,,,,,,
1281976563,1,256,Trig. 256                               ,1281.976563,0.087891,,,,,,,,,,,,,
1281982422,1,256,Trig. 256                               ,1281.982422,0.005859,,,,,,,,,,,,,
1282054688,1,256,Trig. 256                               ,1282.054688,0.072266,,,,,,,,,,,,,
1282058594,1,256,Trig. 256                               ,1282.058594,0.003906,,,,,,,,,,,,,
1282064453,1,256,Trig. 256                               ,1282.064453,0.005859,,,,,,,,,,,,,
1282232422,1,9,Trig. 9                                 ,1282.232422,0.167969,,,9,3,,,,,,,,,
1282244141,1,14,Trig. 14                                ,1282.244141,0.011719,,,,,,,,,,,,,
1282324219,1,256,Trig. 256                               ,1282.324219,0.080078,,,,,,,,,,,,,
1282410156,1,256,Trig. 256                               ,1282.410156,0.085937,,,,,,,,,,,,,
1282498047,1,256,Trig. 256                               ,1282.498047,0.087891,,,,,,,,,,,,,
1282574219,1,256,Trig. 256                               ,1282.574219,0.076172,,,,,,,,,,,,,
1282580078,1,256,Trig. 256                               ,1282.580078,0.005859,,,,,,,,,,,,,
1282585938,1,256,Trig. 256                               ,1282.585938,0.00586,,,,,,,,,,,,,
1282599609,1,1,Trig. 1                                 ,1282.599609,0.013671,0.013671,,1,,,,,,,,,,
1282673828,1,256,Trig. 256                               ,1282.673828,0.074219,,,,,,,,,,,,,
1282748047,1,2048,Trig. 2048                              ,1282.748047,0.074219,,,,,,,,,,,,,
1282759766,1,256,Trig. 256                               ,1282.759766,0.011719,,,,,,,,,,,,,
1282765625,1,3,Trig. 3                                 ,1282.765625,0.005859,,,3,,,,,,,,,,
1283632813,1,252,Trig. 252                               ,1283.632813,0.867188,,1,,,,,,,,,,,
1283646484,1,7,Trig. 7                                 ,1283.646484,0.013671,0.013671,,7,1,,,,,,,,,
1283716797,1,256,Trig. 256                               ,1283.716797,0.070313,,,,,,,,,,,,,
1283798828,1,256,Trig. 256                               ,1283.798828,0.082031,,,,,,,,,,,,,
1283892578,1,256,Trig. 256                               ,1283.892578,0.09375,,,,,,,,,,,,,
1283972656,1,256,Trig. 256                               ,1283.972656,0.080078,,,,,,,,,,,,,
1283978516,1,256,Trig. 256                               ,1283.978516,0.00586,,,,,,,,,,,,,
1284066406,1,256,Trig. 256                               ,1284.066406,0.08789,,,,,,,,,,,,,
1284072266,1,256,Trig. 256                               ,1284.072266,0.00586,,,,,,,,,,,,,
1284144531,1,256,Trig. 256                               ,1284.144531,0.072265,,,,,,,,,,,,,
1284148438,1,256,Trig. 256                               ,1284.148438,0.003907,,,,,,,,,,,,,
1284154297,1,256,Trig. 256                               ,1284.154297,0.005859,,,,,,,,,,,,,
1284343750,1,8,Trig. 8                                 ,1284.34375,0.189453,0.189453,,8,2,,,,,,,,,
1284414063,1,256,Trig. 256                               ,1284.414063,0.070313,,,,,,,,,,,,,
1284500000,1,256,Trig. 256                               ,1284.5,0.085937,,,,,,,,,,,,,
1284587891,1,256,Trig. 256                               ,1284.587891,0.087891,,,,,,,,,,,,,
1284664063,1,256,Trig. 256                               ,1284.664063,0.076172,,,,,,,,,,,,,
1284669922,1,256,Trig. 256                               ,1284.669922,0.005859,,,,,,,,,,,,,
1284675781,1,256,Trig. 256                               ,1284.675781,0.005859,,,,,,,,,,,,,
1284763672,1,256,Trig. 256                               ,1284.763672,0.087891,,,,,,,,,,,,,
1284849609,1,256,Trig. 256                               ,1284.849609,0.085937,,,,,,,,,,,,,
1285042969,1,9,Trig. 9                                 ,1285.042969,0.19336,0.19336,,9,3,,,,,,,,,
1285109375,1,256,Trig. 256                               ,1285.109375,0.066406,,,,,,,,,,,,,
1285187500,1,256,Trig. 256                               ,1285.1875,0.078125,,,,,,,,,,,,,
1285191406,1,256,Trig. 256                               ,1285.191406,0.003906,,,,,,,,,,,,,
1285197266,1,256,Trig. 256                               ,1285.197266,0.00586,,,,,,,,,,,,,
1285287109,1,256,Trig. 256                               ,1285.287109,0.089843,,,,,,,,,,,,,
1285371094,1,256,Trig. 256                               ,1285.371094,0.083985,,,,,,,,,,,,,
1285460938,1,256,Trig. 256                               ,1285.460938,0.089844,,,,,,,,,,,,,
1285546875,1,256,Trig. 256                               ,1285.546875,0.085937,,,,,,,,,,,,,
1286013672,1,1,Trig. 1                                 ,1286.013672,0.466797,,,1,,,,,,,,,,
1286123047,1,2048,Trig. 2048                              ,1286.123047,0.109375,,,,,,,,,,,,,
1286146484,1,3,Trig. 3                                 ,1286.146484,0.023437,,,3,,,,,,,,,,
1286443359,1,252,Trig. 252                               ,1286.443359,0.296875,,1,,,,,,,,,,,
1286468750,1,7,Trig. 7                                 ,1286.46875,0.025391,0.025391,,7,1,,,,,,,,,
1286548828,1,256,Trig. 256                               ,1286.548828,0.080078,,,,,,,,,,,,,
1286636719,1,256,Trig. 256                               ,1286.636719,0.087891,,,,,,,,,,,,,
1286724609,1,256,Trig. 256                               ,1286.724609,0.08789,,,,,,,,,,,,,
1286810547,1,256,Trig. 256                               ,1286.810547,0.085938,,,,,,,,,,,,,
1286900391,1,256,Trig. 256                               ,1286.900391,0.089844,,,,,,,,,,,,,
1286986328,1,256,Trig. 256                               ,1286.986328,0.085937,,,,,,,,,,,,,
1287154297,1,8,Trig. 8                                 ,1287.154297,0.167969,0.167969,,8,2,,,,,,,,,
1287246094,1,256,Trig. 256                               ,1287.246094,0.091797,,,,,,,,,,,,,
1287328125,1,256,Trig. 256                               ,1287.328125,0.082031,,,,,,,,,,,,,
1287421875,1,256,Trig. 256                               ,1287.421875,0.09375,,,,,,,,,,,,,
1287501953,1,256,Trig. 256                               ,1287.501953,0.080078,,,,,,,,,,,,,
1287507813,1,256,Trig. 256                               ,1287.507813,0.00586,,,,,,,,,,,,,
1287595703,1,256,Trig. 256                               ,1287.595703,0.08789,,,,,,,,,,,,,
1287601563,1,256,Trig. 256                               ,1287.601563,0.00586,,,,,,,,,,,,,
1287673828,1,256,Trig. 256                               ,1287.673828,0.072265,,,,,,,,,,,,,
1287677734,1,256,Trig. 256                               ,1287.677734,0.003906,,,,,,,,,,,,,
1287683594,1,256,Trig. 256                               ,1287.683594,0.00586,,,,,,,,,,,,,
1287855469,1,9,Trig. 9                                 ,1287.855469,0.171875,0.171875,,9,3,,,,,,,,,
1287943359,1,256,Trig. 256                               ,1287.943359,0.08789,,,,,,,,,,,,,
1288029297,1,256,Trig. 256                               ,1288.029297,0.085938,,,,,,,,,,,,,
1288117188,1,256,Trig. 256                               ,1288.117188,0.087891,,,,,,,,,,,,,
1288193359,1,256,Trig. 256                               ,1288.193359,0.076171,,,,,,,,,,,,,
1288199219,1,256,Trig. 256                               ,1288.199219,0.00586,,,,,,,,,,,,,
1288205078,1,256,Trig. 256                               ,1288.205078,0.005859,,,,,,,,,,,,,
1288292969,1,256,Trig. 256                               ,1288.292969,0.087891,,,,,,,,,,,,,
1288378906,1,256,Trig. 256                               ,1288.378906,0.085937,,,,,,,,,,,,,
1288703125,1,1,Trig. 1                                 ,1288.703125,0.324219,,,1,,,,,,,,,,
1288816406,1,2048,Trig. 2048                              ,1288.816406,0.113281,,,,,,,,,,,,,
1288843750,1,3,Trig. 3                                 ,1288.84375,0.027344,,,3,,,,,,,,,,
1289255859,1,252,Trig. 252                               ,1289.255859,0.412109,,1,,,,,,,,,,,
1289273438,1,7,Trig. 7                                 ,1289.273438,0.017579,0.017579,,7,1,,,,,,,,,
1289335938,1,256,Trig. 256                               ,1289.335938,0.0625,,,,,,,,,,,,,
1289417969,1,256,Trig. 256                               ,1289.417969,0.082031,,,,,,,,,,,,,
1289511719,1,256,Trig. 256                               ,1289.511719,0.09375,,,,,,,,,,,,,
1289591797,1,256,Trig. 256                               ,1289.591797,0.080078,,,,,,,,,,,,,
1289597656,1,256,Trig. 256                               ,1289.597656,0.005859,,,,,,,,,,,,,
1289685547,1,256,Trig. 256                               ,1289.685547,0.087891,,,,,,,,,,,,,
1289691406,1,256,Trig. 256                               ,1289.691406,0.005859,,,,,,,,,,,,,
1289763672,1,256,Trig. 256                               ,1289.763672,0.072266,,,,,,,,,,,,,
1289767578,1,256,Trig. 256                               ,1289.767578,0.003906,,,,,,,,,,,,,
1289773438,1,256,Trig. 256                               ,1289.773438,0.00586,,,,,,,,,,,,,
1289966797,1,8,Trig. 8                                 ,1289.966797,0.193359,0.193359,,8,2,,,,,,,,,
1290033203,1,256,Trig. 256                               ,1290.033203,0.066406,,,,,,,,,,,,,
1290119141,1,256,Trig. 256                               ,1290.119141,0.085938,,,,,,,,,,,,,
1290207031,1,256,Trig. 256                               ,1290.207031,0.08789,,,,,,,,,,,,,
1290283203,1,256,Trig. 256                               ,1290.283203,0.076172,,,,,,,,,,,,,
1290289063,1,256,Trig. 256                               ,1290.289063,0.00586,,,,,,,,,,,,,
1290294922,1,256,Trig. 256                               ,1290.294922,0.005859,,,,,,,,,,,,,
1290382813,1,256,Trig. 256                               ,1290.382813,0.087891,,,,,,,,,,,,,
1290468750,1,256,Trig. 256                               ,1290.46875,0.085937,,,,,,,,,,,,,
1290666016,1,9,Trig. 9                                 ,1290.666016,0.197266,0.197266,,9,3,,,,,,,,,
1290728516,1,256,Trig. 256                               ,1290.728516,0.0625,,,,,,,,,,,,,
1290806641,1,256,Trig. 256                               ,1290.806641,0.078125,,,,,,,,,,,,,
1290810547,1,256,Trig. 256                               ,1290.810547,0.003906,,,,,,,,,,,,,
1290816406,1,256,Trig. 256                               ,1290.816406,0.005859,,,,,,,,,,,,,
1290906250,1,256,Trig. 256                               ,1290.90625,0.089844,,,,,,,,,,,,,
1290990234,1,256,Trig. 256                               ,1290.990234,0.083984,,,,,,,,,,,,,
1291080078,1,256,Trig. 256                               ,1291.080078,0.089844,,,,,,,,,,,,,
